Restaurant Name,Zip Code,Inspection Date,Score,Address,Facility ID,Process Description
CRP-GREP Overture Domain LP,78758,07/19/2022,90,"3100 KRAMER LN
AUSTIN, TX 78758
(30.39669, -97.72441)",12025585,Routine Inspection
BC - Jersey Giant Pizza,78738,05/06/2020,91,"13908 W SH
BEE CAVE, TX 78738",11077106,Routine Inspection
Big City Bagels and Subs,78750,02/26/2020,90,"10401 ANDERSON MILL RD
AUSTIN, TX 78750
(30.4466, -97.80541)",12140742,Routine Inspection
BC - Grace House Assisted Living Building #2,78738,04/05/2022,100,"11825 FM 2244 RD
BEE CAVE, TX 78738
(30.30824, -97.92151)",11839743,Routine Inspection
Bert's BBQ,78731,08/20/2020,94,"3563 FAR WEST BLVD
AUSTIN, TX 78731
(30.353534, -97.753551)",2800469,Routine Inspection
Buffalo Wild Wings #622,78745,04/01/2020,92,"901 LITTLE TEXAS LN
AUSTIN, TX 78745
(30.198574, -97.768481)",11398820,Routine Inspection
Red River Cafe,78705,04/18/2022,95,"2912 MEDICAL ARTS ST
AUSTIN, TX 78705
(30.289601, -97.728251)",12395710,Routine Inspection
"OOB - BC - Woody's Tavern and Grill, Inc",78738,02/08/2021,77,"12801 SHOPS PKWY
BEE CAVE, TX 78738
(30.30526, -97.94138)",11093282,Routine Inspection
Maiko Sushi Lounge,78701,08/12/2021,72,"311 W 6TH ST
AUSTIN, TX 78701
(30.26886, -97.74575)",2802367,Routine Inspection
Del Valle Middle School,78617,05/03/2021,93,"5500 ROSS RD
AUSTIN, TX 78617
(30.17254, -97.62118)",2800662,Routine Inspection
OOB - Shanghai Noodle House,78750,11/19/2019,73,"10300 ANDERSON MILL RD
AUSTIN, TX 78750
(30.447159, -97.804404)",11458451,Routine Inspection
Moodys Kitchen and Bar,78705,08/19/2021,91,"2530 GUADALUPE ST
AUSTIN, TX 78705
(30.289893, -97.741401)",12186234,Routine Inspection
MN - Apple Express,78653,05/20/2020,89,"12401 TILLGANG PASS
MANOR, TX 78653
(30.347932, -97.563867)",11650292,Routine Inspection
Buffet Palace,78745,01/17/2020,84,"4608 WEST GATE BLVD
AUSTIN, TX 78745
(30.23018, -97.80093)",11798933,Routine Inspection
Stonebridge Health Rehab,78736,03/22/2022,99,"11127 CIRCLE DR
AUSTIN, TX 78736
(30.22766, -97.95164)",12392446,Routine Inspection
Omni Barton Crk Resort & Spa- Texas Spice,78735,06/16/2020,92,"8212 BARTON CLUB DR
AUSTIN, TX 78735
(30.289977, -97.854022)",11084376,Routine Inspection
SV - Cruzteca Mexican Kitchen,78745,06/09/2020,92,"5207 BRODIE LN
SUNSET VALLEY, TX 78745
(30.231557, -97.818916)",11836354,Routine Inspection
Golden Chick,78702,03/30/2020,86,"1144 AIRPORT BLVD
AUSTIN, TX 78702
(30.272293, -97.697526)",12165838,Routine Inspection
Sammie's Italian LLC,78703,07/25/2022,95,"807 W 6TH ST
AUSTIN, TX 78703
(30.27035, -97.75094)",12394305,Routine Inspection
Two Bucks,78701,11/07/2019,92,"503 E 6TH ST
AUSTIN, TX 78701
(30.266725, -97.738038)",11692322,Routine Inspection
BC - Cafe Blue,78738,05/12/2020,83,"12800 HILL COUNTRY BLVD
BEE CAVE, TX 78738
(30.309414, -97.939901)",11480984,Routine Inspection
Cenikor Foundation,78728,01/19/2021,91,"2410 W HOWARD LN
AUSTIN, TX 78728
(30.43658, -97.68915)",11555621,Routine Inspection
LW - LT CORNER PUB,78734,02/09/2021,84,"1310 S FM 620 RD
LAKEWAY, TX 78734",11618406,Routine Inspection
Los Potrillos Restaurant,78753,09/13/2022,87,"9120 N IH
AUSTIN, TX 78753",10796431,Routine Inspection
ATX Nutrition,78705,01/21/2022,92,"910 W 25TH ST
AUSTIN, TX 78705
(30.289456, -97.74674)",12393648,Routine Inspection
Cedar Creek Elem. School,78746,09/16/2022,97,"3301 PINNACLE RD
AUSTIN, TX 78746
(30.269775, -97.806007)",2800381,Routine Inspection
Fire Bowl Cafe,78613,01/11/2022,94,"13000 N FM 620 RD
AUSTIN, TX 78613",11667242,Routine Inspection
"Grove, The",78746,11/02/2020,89,"6317 FM 2244 RD
AUSTIN, TX 78746
(30.29661, -97.83176)",10076097,Routine Inspection
Sichuan River Restaurant,78745,01/17/2020,88,"4534 WEST GATE BLVD
AUSTIN, TX 78745
(30.23098, -97.80088)",11199927,Routine Inspection
Wings To Go,78749,01/02/2020,80,"6611 S MOPAC EXPY
AUSTIN, TX 78749
(30.2212, -97.8352)",11843961,Routine Inspection
Westin Austin Downtown,78701,01/15/2021,93,"310 E 5TH ST
AUSTIN, TX 78701
(30.266366, -97.740444)",11377565,Routine Inspection
Lucky Food Store,78745,05/13/2020,92,"4327 S 1ST ST
AUSTIN, TX 78745
(30.22132, -97.77223)",2803496,Routine Inspection
BC - Alive and Well,78738,04/08/2021,89,"3944 S FM 620 RD
BEE CAVE, TX 78738",11906667,Routine Inspection
BC - Park Manor Bee Cave,78738,07/07/2022,90,"14058 BEE CAVE PKWY
BEE CAVE, TX 78738
(30.31158, -97.96538)",12176000,Routine Inspection
Sonic Drive-In #3992,78759,08/31/2021,95,"11881 JOLLYVILLE RD
AUSTIN, TX 78759
(30.423617, -97.75648)",12393753,Routine Inspection
Austin Convention Center - N. Kitchen,78701,06/21/2022,99,"500 E CESAR CHAVEZ ST
AUSTIN, TX 78701
(30.262064, -97.739774)",10833652,Routine Inspection
Heritage of Gaines Ranch-Main Kit,78735,02/01/2022,87,"4409 GAINES RANCH LOOP
AUSTIN, TX 78735
(30.241814, -97.815927)",2801296,Routine Inspection
Dollar Tree #080860,78741,01/21/2021,92,"1508 MONTOPOLIS DR
AUSTIN, TX 78741
(30.228271, -97.701316)",12186014,Routine Inspection
P. Terry's Commissary,78751,04/03/2020,99,"5555 N LAMAR BLVD
AUSTIN, TX 78751
(30.323878, -97.727625)",10382240,Routine Inspection
Barton Hill Food Mart,78704,06/08/2020,90,"2900 S LAMAR BLVD
AUSTIN, TX 78704
(30.243401, -97.7826)",10235373,Routine Inspection
Two Bucks,78701,04/14/2022,82,"503 E 6TH ST
AUSTIN, TX 78701
(30.266725, -97.738038)",11692322,Routine Inspection
PF - Cinemark Stonehill #1058,78660,06/06/2022,95,"18820 HILLTOP COMMERCIAL DR
PFLUGERVILLE, TX 78660
(30.469621, -97.598302)",12392680,Routine Inspection
BC - Cafe Blue,78738,06/07/2021,85,"12800 HILL COUNTRY BLVD
BEE CAVE, TX 78738
(30.309414, -97.939901)",11480984,Routine Inspection
Starbucks Coffee # 20458,78741,01/21/2021,97,"1920 E RIVERSIDE DR
AUSTIN, TX 78741
(30.242031, -97.728362)",11309856,Routine Inspection
Texas Republic Company,78744,03/19/2021,98,"5317 NUCKOLS CROSSING RD
AUSTIN, TX 78744
(30.192422, -97.739373)",12170844,Routine Inspection
Galaxy Cafe,78759,11/16/2020,93,"8127 MESA DR
AUSTIN, TX 78759
(30.373375, -97.756117)",11309832,Routine Inspection
H & C Food Service,78705,06/22/2020,87,"1914 GUADALUPE ST
AUSTIN, TX 78705
(30.28274, -97.7424)",11367975,Routine Inspection
Xian Sushi and Noodle,78723,02/03/2021,71,"1801 E 51ST ST
AUSTIN, TX 78723
(30.303064, -97.698244)",11061849,Routine Inspection
Airport Xpress,78617,05/13/2022,84,"2777 E SH
AUSTIN, TX 78617",11765624,Routine Inspection
Oumi Sushi at Sprouts 125,78745,02/15/2022,100,"6920 MANCHACA RD
AUSTIN, TX 78745
(30.20231, -97.806963)",11294009,Routine Inspection
Taqueria Guadalajara,78753,03/09/2022,72,"9207 N LAMAR BLVD
AUSTIN, TX 78753
(30.361442, -97.697941)",10008754,Routine Inspection
K1 Speed,78758,04/16/2021,93,"2500 MC HALE CT
AUSTIN, TX 78758
(30.38522, -97.72139)",10771103,Routine Inspection
Teri Metro Mart,78744,05/04/2021,94,"2008 TERI RD
AUSTIN, TX 78744
(30.202322, -97.752582)",2803675,Routine Inspection
Royal Blue Grocery,78701,09/29/2022,90,"301 BRAZOS ST
AUSTIN, TX 78701
(30.2651, -97.74245)",11050047,Routine Inspection
CVS # 6895,78723,09/25/2020,96,"1701 BRIARCLIFF BLVD
AUSTIN, TX 78723
(30.313886, -97.692097)",2804095,Routine Inspection
Sala and Betty,78751,08/25/2021,89,"5201 AIRPORT BLVD
AUSTIN, TX 78751
(30.313198, -97.715277)",11288618,Routine Inspection
Serasana,78746,02/19/2020,98,"3801 N CAPITAL OF TEXAS HWY
AUSTIN, TX 78746
(30.336732, -97.805146)",11545605,Routine Inspection
"Beer Plant, The",78703,07/14/2020,95,"3110 WINDSOR RD
AUSTIN, TX 78703
(30.296464, -97.767982)",11547036,Routine Inspection
Fiesta Con Tres Amigos,78758,08/25/2021,87,"812 THURMOND ST
AUSTIN, TX 78758
(30.353647, -97.706211)",11994992,Routine Inspection
Mr. Natural,78702,05/26/2022,86,"1901 E CESAR CHAVEZ ST
AUSTIN, TX 78702
(30.25706, -97.72445)",2800486,Routine Inspection
Pizza Hut,78701,05/13/2020,84,"1811 GUADALUPE ST
AUSTIN, TX 78701
(30.281306, -97.741786)",2802469,Routine Inspection
Merendero Mi Nina,78753,12/28/2020,71,"10014 N LAMAR BLVD
AUSTIN, TX 78753
(30.370016, -97.693111)",12186068,Routine Inspection
Starbuck's Coffee  #6328,78756,06/22/2022,87,"4400 N LAMAR BLVD
AUSTIN, TX 78756
(30.312137, -97.738499)",2801294,Routine Inspection
Pacific Star Oyster Bar,78729,03/29/2022,78,"13507 N US 183 HWY
AUSTIN, TX 78729
(30.44878, -97.79001)",10116344,Routine Inspection
Austin Oaks Hospital,78745,11/16/2020,94,"1407 W STASSNEY LN
AUSTIN, TX 78745
(30.212314, -97.791324)",10929524,Routine Inspection
Butter Chicken,78751,07/01/2022,90,"5610 N IH
AUSTIN, TX 78751",12395681,Routine Inspection
UT Golf Club,78732,11/02/2021,91,"2200 UNIVERSITY CLUB DR
AUSTIN, TX 78732
(30.356648, -97.891378)",2802127,Routine Inspection
Holiday Inn Austin Airport,78744,05/18/2020,93,"6711 E BEN WHITE BLVD
AUSTIN, TX 78744
(30.21267, -97.70517)",11094488,Routine Inspection
"Cheesecake Factory, The",78746,02/24/2022,85,"2901 S CAPITAL OF TEXAS HWY
AUSTIN, TX 78746
(30.255443, -97.810066)",11387902,Routine Inspection
Little Caesars,78723,07/07/2020,85,"5320 CAMERON RD
AUSTIN, TX 78723
(30.31155, -97.70765)",11668245,Routine Inspection
Starbucks #6374,78726,03/02/2020,100,"7301 N FM 620 RD
AUSTIN, TX 78726
(30.405266, -97.853234)",2801732,Routine Inspection
Fairmont Austin - Fulton & In Room Dining (Level 1 & P1),78701,02/08/2022,88,"101 RED RIVER ST
AUSTIN, TX 78701
(30.262066, -97.73886)",11853701,Routine Inspection
Emerald Point Store,78734,01/27/2021,100,"5973 HI LINE RD
AUSTIN, TX 78734
(30.43165, -97.94148)",2803737,Routine Inspection
LW - Randall's #1779 - Bakery,78734,08/31/2020,99,"2301 S FM 620 RD
LAKEWAY, TX 78734",2801980,Routine Inspection
Pho Van,78758,06/09/2021,83,"8557 RESEARCH BLVD
AUSTIN, TX 78758
(30.361033, -97.716672)",2800743,Routine Inspection
Trader Joe's #454,78759,01/20/2022,97,"9722 GREAT HILLS TRL
AUSTIN, TX 78759
(30.394526, -97.752081)",11146920,Routine Inspection
Houndstooth Coffee,78758,02/19/2020,96,"11501 ROCK ROSE AVE
AUSTIN, TX 78758
(30.40141, -97.72264)",12094369,Routine Inspection
"HEB Food Store #639 - Deli, Bakery, Produce, Cafe",78723,03/10/2022,90,"1801 E 51ST ST
AUSTIN, TX 78723
(30.303064, -97.698244)",10999165,Routine Inspection
China House Restaurant,78758,06/21/2021,92,"9505 BURNET RD
AUSTIN, TX 78758
(30.378708, -97.725188)",10147146,Routine Inspection
ABIA-Heart of Austin (Main Kitchen),78719,06/07/2022,90,"3600 PRESIDENTIAL BLVD
AUSTIN, TX 78719
(30.202592, -97.666956)",12143458,Routine Inspection
"Your Dream Wedding & Events, Inc.",78758,07/15/2020,97,"8309 RESEARCH BLVD
AUSTIN, TX 78758
(30.356222, -97.715222)",11538432,Routine Inspection
Lick Honest Ice Creams,78757,10/22/2021,94,"6555 BURNET RD
AUSTIN, TX 78757
(30.341502, -97.738754)",11381974,Routine Inspection
Kesos Taco House,78705,10/20/2020,76,"600 W MARTIN LUTHER KING JR BLVD
AUSTIN, TX 78705
(30.28245, -97.74451)",11395964,Routine Inspection
MN - Good Luck Grill,78653,11/12/2021,95,"14605 N FM 973 RD
MANOR, TX 78653
(30.37417, -97.52919)",10079872,Routine Inspection
Tiny Pies,78704,07/29/2022,91,"1100 S LAMAR BLVD
AUSTIN, TX 78704
(30.255461, -97.761861)",12395451,Routine Inspection
Nervous Charlies,78751,03/13/2020,97,"5501 N LAMAR BLVD
AUSTIN, TX 78751
(30.322879, -97.728249)",12020964,Routine Inspection
SV - La Madeleine # 202,78745,02/13/2020,90,"5493 BRODIE LN
SUNSET VALLEY, TX 78745
(30.229844, -97.820056)",11763376,Routine Inspection
Jersey Mikes Subs,78748,03/01/2022,94,"9500 S IH
AUSTIN, TX 78748",10128381,Routine Inspection
PF - Walgreens # 13446,78660,09/20/2022,100,"1509 E WELLS BRANCH PKWY
PFLUGERVILLE, TX 78660
(30.42477, -97.62763)",12392477,Routine Inspection
Project Pollo,78757,03/16/2022,89,"2438 W ANDERSON LN
AUSTIN, TX 78757
(30.356395, -97.731374)",12395102,Routine Inspection
BC - Primrose School of Bee Cave,78738,11/13/2020,100,"3801 JUNIPER TRCE
BEE CAVE, TX 78738
(30.30822, -97.93512)",11225177,Routine Inspection
BC - Shipley Donuts,78738,09/09/2022,99,"3620 S FM 620 RD
BEE CAVE, TX 78738
(30.3196, -97.95231)",11610715,Routine Inspection
Halal Stop Shop,78749,05/25/2022,98,"4404 W WILLIAM CANNON DR
AUSTIN, TX 78749
(30.223322, -97.841099)",12395246,Routine Inspection
Taqueria Chapala #4,78745,05/11/2020,71,"4201 S CONGRESS AVE
AUSTIN, TX 78745
(30.22064, -97.76467)",10138656,Routine Inspection
Jeni's Splendid Ice Creams,78704,03/25/2021,98,"1208 S CONGRESS AVE
AUSTIN, TX 78704
(30.251697, -97.748883)",12392396,Routine Inspection
Prime Mart,78753,11/16/2021,91,"12430 N LAMAR BLVD
AUSTIN, TX 78753
(30.407138, -97.678358)",10003038,Routine Inspection
OOB New World Produce,78734,02/05/2021,100,"4543 DOSS RD
AUSTIN, TX 78734
(30.40946, -97.93011)",2803361,Routine Inspection
Polvos Mexican Rest,78701,09/29/2020,85,"360 NUECES ST
AUSTIN, TX 78701
(30.267138, -97.749357)",11838617,Routine Inspection
Anjappar Indian Cuisine And Bar,78750,02/22/2022,73,"12233 N FM 620 RD
AUSTIN, TX 78750
(30.46226, -97.81577)",12393411,Routine Inspection
Thundercloud Subs,78704,12/07/2021,93,"2801 S LAMAR BLVD
AUSTIN, TX 78704
(30.24369, -97.78189)",2800841,Routine Inspection
Snowfox SC8259,78748,12/16/2020,98,"1 2
AUSTIN, TX 78748",11748507,Routine Inspection
Pair Foods,78745,01/21/2022,98,"1606 W STASSNEY LN
AUSTIN, TX 78745
(30.2137, -97.79283)",12163110,Routine Inspection
QuikTrip #4129,78753,09/24/2021,91,"12213 TECH RIDGE BLVD
AUSTIN, TX 78753
(30.399066, -97.670832)",12393239,Routine Inspection
Live Oak Market,78745,03/25/2021,78,"4410 MANCHACA RD
AUSTIN, TX 78745
(30.22915, -97.78913)",11445424,Routine Inspection
Muangthai Thai Cuisine,78717,08/25/2022,86,"13945 N US 183 HWY
AUSTIN, TX 78717
(30.47186, -97.7978)",10246937,Routine Inspection
WL - Juiceland,78746,05/05/2020,98,"701 S CAPITAL OF TEXAS HWY
WEST LAKE HILLS, TX 78746
(30.292189, -97.828184)",11113295,Routine Inspection
TJ's Seafood,78752,04/28/2021,87,"7110 CAMERON RD
AUSTIN, TX 78752
(30.325727, -97.692614)",12143709,Routine Inspection
Impact Hospitality GK2 LLC,78752,08/18/2022,99,"1300 E ANDERSON LN
AUSTIN, TX 78752
(30.334364, -97.68945)",12395371,Routine Inspection
Randall's # 2987 Deli,78732,02/14/2022,95,"5145 N FM 620 RD
AUSTIN, TX 78732
(30.39004, -97.8837)",10720284,Routine Inspection
Minimax Food Mart #2,78753,09/17/2021,78,"1033 E HOWARD LN
AUSTIN, TX 78753
(30.409133, -97.647939)",10745301,Routine Inspection
Randall's #2485(Deli),78745,11/19/2021,100,"2025 W BEN WHITE BLVD
AUSTIN, TX 78745
(30.22949, -97.78987)",2800908,Routine Inspection
El Coco Pirata of Austin,78726,05/11/2022,88,"8300 N FM 620 RD
AUSTIN, TX 78726
(30.4204, -97.84557)",12394409,Routine Inspection
MN - Ramos Mexican Restaurant,78653,10/14/2020,89,"116 E PARSONS ST
MANOR, TX 78653
(30.34094, -97.5569)",2801907,Routine Inspection
Firehouse Subs #465,78729,03/04/2020,89,"7318 MC NEIL DR
AUSTIN, TX 78729
(30.43537, -97.76748)",10748366,Routine Inspection
Burger Fi,78749,07/07/2020,93,"5701 W SLAUGHTER LN
AUSTIN, TX 78749
(30.201082, -97.868511)",12185709,Routine Inspection
St. Stephens School,78746,10/12/2021,87,"6500 ST STEPHENS DR
AUSTIN, TX 78746
(30.33162, -97.81822)",2800677,Routine Inspection
Domino's,78750,09/28/2020,99,"13764 N US 183 HWY
AUSTIN, TX 78750
(30.4609, -97.7945)",11394071,Routine Inspection
Dollar General Store #10876,78753,04/09/2021,98,"825 E RUNDBERG LN
AUSTIN, TX 78753
(30.357466, -97.686736)",10005363,Routine Inspection
Berts on 24th,78705,05/08/2020,86,"907 W 24TH ST
AUSTIN, TX 78705
(30.288121, -97.747334)",10809700,Routine Inspection
Moonlight Bakery,78704,02/23/2022,93,"2300 S LAMAR BLVD
AUSTIN, TX 78704
(30.247352, -97.774757)",10167921,Routine Inspection
Spring Food Mart,78729,07/15/2021,77,"13125 POND SPRINGS RD
AUSTIN, TX 78729
(30.44366, -97.77612)",10628274,Follow-Up Inspection
Opera Cafe,78747,02/05/2021,96,"11215 S IH
AUSTIN, TX 78747",11172513,Routine Inspection
CVS Pharmacy # 59,78749,07/12/2022,99,"4001 W WILLIAM CANNON DR
AUSTIN, TX 78749
(30.219143, -97.836018)",10111260,Routine Inspection
Residence Inn Austin South,78744,12/18/2019,94,"4537 S IH
AUSTIN, TX 78744",10047998,Routine Inspection
Papa John's Pizza #941,78759,11/17/2021,98,"5114 BALCONES WOODS DR
AUSTIN, TX 78759
(30.407798, -97.746577)",2801224,Routine Inspection
Butler Park Pitch & Putt,78704,11/22/2021,100,"201 LEE BARTON DR
AUSTIN, TX 78704
(30.263678, -97.756444)",12394411,Routine Inspection
Moms 6,78741,01/13/2022,88,"6301 E RIVERSIDE DR
AUSTIN, TX 78741
(30.224799, -97.703209)",10719486,Routine Inspection
Banger's Sausage House and Beer Garden,78701,11/09/2021,98,"79 RAINEY ST
AUSTIN, TX 78701
(30.258999, -97.738694)",10801112,Routine Inspection
Freebirds,78751,12/22/2021,93,"1000 E 41ST ST
AUSTIN, TX 78751
(30.298554, -97.72006)",10069521,Routine Inspection
McDonald's  #6196,78745,11/02/2021,91,"500 W WILLIAM CANNON DR
AUSTIN, TX 78745
(30.196229, -97.785732)",2801776,Routine Inspection
Buenos Aires Cafe,78702,08/16/2021,87,"1201 E 6TH ST
AUSTIN, TX 78702
(30.264356, -97.730373)",10187892,Routine Inspection
Velouria,78704,03/02/2021,96,"3801 S CONGRESS AVE
AUSTIN, TX 78704
(30.226126, -97.762168)",12163974,Routine Inspection
Mad Greens LLC,78613,06/24/2022,91,"13000 N FM 620 RD
AUSTIN, TX 78613",11625814,Routine Inspection
Joe Lee Johnson Elem.,78728,10/09/2020,100,"2800 SAULS DR
AUSTIN, TX 78728
(30.456028, -97.681267)",11584275,Routine Inspection
Jack in the Box #922,78754,12/31/2019,92,"12309 DESSAU RD
AUSTIN, TX 78754
(30.387984, -97.6479)",10790317,Routine Inspection
"Kid Spa Austin, LLC.",78749,03/05/2020,97,"5700 W SLAUGHTER LN
AUSTIN, TX 78749
(30.201249, -97.868467)",10367187,Routine Inspection
Wal-Mart Supercenter/Bakery&Deli #1185,78753,05/28/2020,99,"1030 NORWOOD PARK BLVD
AUSTIN, TX 78753
(30.338585, -97.692547)",2803918,Routine Inspection
Metcalf BBQ,78703,06/10/2020,96,"1621 W 5TH ST
AUSTIN, TX 78703
(30.274764, -97.764719)",12026239,Routine Inspection
Craig O's Pizza & Pastaria,78731,11/09/2020,85,"5501 BALCONES DR
AUSTIN, TX 78731
(30.33645, -97.757783)",10348378,Routine Inspection
DeSano Pizzeria Napoletana,78701,04/28/2022,82,"301 LAVACA ST
AUSTIN, TX 78701
(30.266169, -97.746157)",12186516,Routine Inspection
Joy East Chinese Buffet,78741,01/15/2020,55,"2410 E RIVERSIDE DR
AUSTIN, TX 78741
(30.23686, -97.72524)",12185900,Routine Inspection
PF - Sonic Drive-In #4948,78660,07/24/2020,89,"1101 FM 685 RD
PFLUGERVILLE, TX 78660
(30.44553, -97.60817)",12392806,Routine Inspection
SV - Stouthaus Coffee Pub,78745,01/22/2020,99,"4715 S LAMAR BLVD
SUNSET VALLEY, TX 78745
(30.232916, -97.810819)",11199256,Routine Inspection
Radio Coffee & Beer,78704,01/23/2020,99,"4204 MANCHACA RD
AUSTIN, TX 78704
(30.231452, -97.787319)",11157451,Routine Inspection
Kellie's Baking Co.,78756,03/11/2022,92,"5245 BURNET RD
AUSTIN, TX 78756
(30.325256, -97.739556)",11178828,Routine Inspection
Cain & Abel's,78705,07/22/2021,85,"2313 RIO GRANDE ST
AUSTIN, TX 78705
(30.287706, -97.744683)",2800382,Routine Inspection
Mornin' Donut,78745,01/31/2022,96,"6501 S CONGRESS AVE
AUSTIN, TX 78745
(30.19538, -97.77786)",11798980,Routine Inspection
Dairy Queen,78745,01/07/2020,96,"2034 W STASSNEY LN
AUSTIN, TX 78745
(30.216265, -97.798818)",2800376,Routine Inspection
Seton SW Healthcare,78737,10/25/2021,94,"7900 FM 1826 RD
AUSTIN, TX 78737
(30.22696, -97.88951)",2802976,Routine Inspection
Phil's Philly Grill,78613,02/05/2020,90,"11200 LAKELINE MALL DR
AUSTIN, TX 78613
(30.47186, -97.802769)",10956732,Routine Inspection
Walgreens #4632,78758,12/20/2021,95,"1910 W BRAKER LN
AUSTIN, TX 78758
(30.39182, -97.706906)",2803784,Routine Inspection
BC - Domino's,78738,04/14/2020,98,"15500 W SH
BEE CAVE, TX 78738",11938950,Routine Inspection
LW - Serene Hills Elementary,78738,03/04/2020,100,"3301 SERENE HILLS DR
LAKEWAY, TX 78738
(30.34848, -97.99699)",10008120,Routine Inspection
Hampton Inn & Suites Austin - Downtown,78701,02/09/2022,97,"200 SAN JACINTO BLVD
AUSTIN, TX 78701
(30.264111, -97.74162)",11235966,Routine Inspection
PF - Wingstop #1112,78660,03/09/2022,98,"18816 LIMESTONE COMMERCIAL DR
PFLUGERVILLE, TX 78660
(30.468797, -97.595887)",12186659,Routine Inspection
Wright Bros. Brew and Brew,78702,05/27/2022,92,"500 SAN MARCOS ST
AUSTIN, TX 78702
(30.26447, -97.73282)",11008232,Routine Inspection
Gather And Forge,78731,10/04/2021,98,"2823 HANCOCK DR
AUSTIN, TX 78731
(30.327913, -97.749751)",12185897,Routine Inspection
Rundberg Grocery,78753,04/22/2021,94,"310 E RUNDBERG LN
AUSTIN, TX 78753
(30.360009, -97.691658)",2804007,Routine Inspection
Caspian Grill,78759,08/12/2021,94,"12518 RESEARCH BLVD
AUSTIN, TX 78759
(30.4291, -97.75998)",11265779,Routine Inspection
Sonic,78735,12/27/2019,93,"7714 W SH
AUSTIN, TX 78735",2801236,Routine Inspection
Summer Moon Coffee Bar,78717,01/29/2020,94,"14900 AVERY RANCH BLVD
AUSTIN, TX 78717
(30.497672, -97.777087)",11704823,Routine Inspection
American YouthWorks,78744,03/06/2020,93,"1901 E BEN WHITE BLVD
AUSTIN, TX 78744
(30.21572, -97.74681)",12186155,Routine Inspection
Kasbah Hookah Lounge,78705,12/17/2019,97,"2714 GUADALUPE ST
AUSTIN, TX 78705
(30.292784, -97.741495)",11520464,Routine Inspection
Cedar International Academy II,78753,10/31/2019,90,"8416 N IH
AUSTIN, TX 78753",10118311,Routine Inspection
Wendy's #W127,78748,01/14/2020,80,"305 W SLAUGHTER LN
AUSTIN, TX 78748
(30.167982, -97.794191)",11115668,Routine Inspection
La Sabrocita Restaurant & Tortilleria,78753,12/09/2020,91,"850 E RUNDBERG LN
AUSTIN, TX 78753
(30.356996, -97.685774)",10355256,Routine Inspection
Dairy Queen,78757,06/23/2021,94,"8300 BURNET RD
AUSTIN, TX 78757
(30.362762, -97.729104)",2800425,Routine Inspection
